 District ADDRESS  VALUE   1   2   3   4    5    6    7    8    9
  48    9   60264   2   1   2  10   88    5   28    9   15
  48   10   57684   2   0   3   5   27    2   20    0    1
  48   11   57251   4   0   2  10   75    4   25    0   21
  48   12   53907   3   0   0   0    0    0    0    0    0
  48   13   57644   2   1   2  10   55    6   19    8   20
  48   14   60721   3   0   2   5   30    3    0    0   17
  48   15   60972   2   0   1   5   25    5    4    0   14
  48   16   62182   3   0   3  10   32    5    0    0   20
  48   17   59848   3   0   3  10   48    4   23    0   19
  48   18   55943   3   0   1  10   60   10   24    0   19
  48   19   55363   3   0   3  10   32    5    0    0   19
  48   20   57761   1   0   2   5   27    4   14    0    2
  48   21   60863   4   0   0   0    0    0    0    0    0
  48   22   66429   2   0   1   5   58    2   24    0   10
  48   23   69257   4   0   1  10   51    8   19    0   16
  48   24   68701   7   2   2  20  141   13   32    9   29
  48   25   67673   3   1   1  10   40    7    5    1   19
  48   26   63477   2   2   4   5   61    4    0   13   15
  48   27   63016   2   2   1  10   82    8    7    8   26
  48   28   62748   3   4   3  15  136   11   29   19   35
  48   29   62785   1   0   2   5   47    2   20    0    7
  48   30   67377   2   1   2  10   83    6   33   13   19
  48   31   64253   2   2   3  10   76    7    0   13   18
  48   32   60298   4   0   4   5   38    8    7    0   13
  48   33   57627   3   1   2  10   78    8   29   10   25
  48   34   53072   2   0   2  10   40    6   12    0   14
  48   35   54127   3   0   3  15  103    8   37    0   26
  48   36   58869   2   0   2  10   65    5   37    0    8
  48   37   62916   5   0   2  10   69    9   22    0   23
  48   38   66260   4   0   1  10   34    6    1    0   13
  48   39   68326   1   0   3   5    8    0    7    0    0
  48   40   64730   2   0   3   5   28    2    4    0   10
  48   41   60893   2   0   2   5   36    2    3    0   14
  48   42   60905   2   2   3   5   87    4   31    5   12
  48   43   62159   2   0   2   5   46    1   25    0   12
  48   44   62213   5   0   1  10   83    9   26    0   34
  48   45   62668   2   3   3  10  134   10   13   14   24
  48   46   61509   3   1   3  15  130    8   33   13   22
  48   47   61867   5   0   2  15   80   11   28    0   31
  48   48   68414   4   0   3   5   36    2   22    0    6
  48   49   71099   2   0   2   5   89    3   33    0   11
  48   50   70324   4   2   2  15   98    4   31   11   25
  48   51   68342   3   3   3  15   95   10   13   24   30
  48   52   62761   2   2   2  10   65    6    8   13   21
  48   53   57685   2   0   2   5   21    1   12    0    6
  48   54   55663   2   0   2   5   13    4    0    0    9
  48   55   55690   2   1   2  10   61    9   22    1   25
  48   56   57230   2   2   2  10   80   10    8    8   23
  48   57   59407   1   0   1   5    7    2    0    0    5
  48   58   57793   3   0   3   5   41    4   24    0   12
  48   59   54328   2   2   1  10  118    9   28    6   30
  48   60   54970   3   1   3  10   56    7    9   11   18
  48   61   57229   2   0   1   5   61    2   29    0   15
  48   62   61720   2   0   1  10   15    4    0    0    8
  48   63   64151   2   0   2  10   78    7   26    0   18
  48   64   59470   4   0   3  15   68    8   18    0   26
  48   65   54991   2   3   2  10   92    9   11   16   24
  48   66   51698   2   1   1  10   50    7    7    2   21
  48   67   52738   2   0   2   0   29    3    5    0    7
  48   68   55396   1   0   2   5   32    1   20    0    7
  48   69   55036   3   0   0   0    0    0    0    0    0
  48   70   55247   2   2   1  10   65    5   27   12   21
  48   71   53242   2   1   2   5   27    6    0    2   11
  48   72   57984   2   3   1  10   86    8   19   16   22
  48   73   66786   3   0   3  10   60    1   33    0   16
  48   74   70025   6   2   4  20  166   15   36   13   34
  48   75   70527   3   0   1  15   60    8   21    0   19
  48   76   64767   4   0   3  10   25    4    0    0   12
  48   77   59499   2   3   1  10   85    8   17   16   19
  48   78   60732   2   1   0   0    0    0    0    0    0
  48   79   64369   2   0   1   5   29    3    6    0   10
  48   80   67971   2   1   2  10   42    3   10    9   13
  48   81   65908   6   1   3  10  101   11   33    9   28
  48   82   61912   2   1   0   0    0    0    0    0    0
  48   83   61454   3   0   2   0   47    2   15    0    7
  48   84   61721   5   1   1  10   56    7    5    7   28
  48   85   64428   2   1   2  10  136    5   28   10   15
  48   86   66404   2   4   0   0    0    0    0    0    0
  48   87   65582   2   1   2  10   80    6   18    3   13
  48   88   62232   2   0   2  10   43    2   22    0    3
  48   89   59933   4   1   2  15  122   10   40   12   31
  48   90   60784   2   2   2  10   90    4   13   14   17
  48   91   59318   2   1   4  10   63    4   21    8   15
  48   92   60779   2   0   2  10   37    7    8    0   17
  48   93   60149   4   0   4  10   54    9   19    0   18
  48   94   56228   2   0   0   0    0    0    0    0    0
  48   95   54030   3   0   2  10   41    8    5    0   16
  48   96   51629   1   0   2  10   25    5    3    0   13
  48   97   55038   3   0   2  10   48    9   12    0    9
  48   98   59010   2   0   3   5   20    3    6    0    7
  48   99   60853   3   1   2  15   65   13    1   12   26
  48  100   62130   5   0   0   0    0    0    0    0    0
  48  101   59406   2   0   1  10   67    2   22    0   21
  48  102   56976   3   0   1  10   59    5   28    0   16
  48  103   57424   2   0   2   5   21    6    0    0   14
  48  104   55334   2   3   1  10   92    8   28    9   22
  48  105   55284   1   0   2   0    7    0    0    0    5
  48  106   57499   2   0   0   0    0    0    0    0    0
  48  107   57549   4   0   1   5   69    6   23    0   20
  48  108   62216   3   0   2  10   41    5    6    0   27
  48  109   61647   3   1   1   0   19    6    4    1    5
  48  110   56069   2   1   1   0   27    2    7   12    3
  48  111   54693   3   0   2  10   52    6    7    0   25
  48  112   52212   6   0   3  10  144   10   47    0   26
  48  113   53333   4   0   1   5   35    6   13    0    9
  48  114   58743   2   0   1  10   51    4   16    0   11
  48  115   58538   2   0   3   5   17    6    0    0    8
  48  116   55735   4   4   1  15  124   14   38   22   47
  48  117   57299   3   0   1   5   47    2   24    0   12
  48  118   61035   2   0   1  10   29    6    0    0   15
  48  119   66003   4   1   2  15  142   11   41    0   28
  48  120   69683   2   1   1  15   92    9   22   10   18
  48  121   69682   3   2   2  20   65   10   12   14   23
  48  122   66625   4   0   2  15   60    8   15    0   29
  48  123   63441   2   0   2  10   41    3    6    0   14
  48  124   64196   3   0   2  15   53    9   17    0   19
  48  125   65581   2   1   3  10   26    7    0    9    7
  48  126   64594   2   0   2  15   69    6   37    0   10
  48  127   60932   5   0   1  10   77    5   35    0   23
  48  128   57365   3   0   2   5   10    3    0    0    6
  48  129   57212   2   0   1  10   63    7   17    0   13
  48  130   59701   2   2   2  10   98    7   44    8   20
  48  131   65428   4   2   3   5   86    5   23   12   21
  48  132   69071   3   0   2  15  102    5   33    0   28
  48  133   68727   3   2   2  10   79    6   43   16   14
  48  134   65484   3   0   2   5   25    6    1    0   16
  48  135   61209   3   1   0   0    0    0    0    0    0
  48  136   61995   2   1   3  10  119    7   33   14   18
  48  137   62320   6   1   2  15  116   11   43    7   40
  48  138   61848   2   2   3  10   44    6    0   11   20
  48  139   64610   3   0   2  15  118    5   21    0   17
  48  140   63664   2   2   3  20  154   10   38    5   29
  48  141   62021   3   0   3   5   43    6   10    0   10
  48  142   61071   3   1   2  10   69    5    9   13   26
  48  143   57504   2   1   1   0   32    3    7    8    5
  48  144   54451   3   2   2  10   76    8   23   13   19
  48  145   50689   5   0   3  10   87    8   31    0   26
  48  146   50605   3   0   2   5   34    5   16    0   11
  48  147   52949   2   1   3  10   83    4   26    6   23
  48  148   55488   3   3   2  10  135    9   42   17   32
  48  149   57568   4   3   3  20  155   12   37   13   38
  48  150   55833   4   1   2  10   77    8   19    8   26
  48  151   56868   1   0   2   5   16    1    3    0    5
  48  152   60157   3   5   5  15  121   11   49   18   33
  48  153   63908   2   2   0   0    0    0    0    0    0
  48  154   68966   4   3   3  15   92    9    6    7   30
  48  155   69029   3   2   1  10  119    4   22    9   16
  48  156   63649   2   3   1  10   88    6   33   13   27
  48  157   58295   2   1   2  10   44    7    5   15   17
  48  158   55506   3   0   2   5   22    3    6    0   13
  48  159   56064   2   0   1   5   15    3    9    0    1
  48  160   58702   2   0   0   0    0    0    0    0    0
  48  161   59539   8   0   3  15   84   14   36    0   33
  48  162   56467   2   0   2   5   24    4    4    0   10
  48  163   52652   1   0   0   0    0    0    0    0    0
  48  164   50302   2   0   0   0    0    0    0    0    0
  48  165   51237   1   0   1   5   35    2    4    0   10
  48  166   55861   3   0   2  10   22    5    0    0   11
  48  167   59569   3   0   2  10   82    8   32    0   18
  48  168   60039   3   1   2  10   43    7    0    8   16
  48  169   59894   2   1   1   5   41    4   23    6    8
  48  170   61330   3   2   4  15  105   11   43   12   22
  48  171   63156   4   3   3   5  100    8   34   14   19
  48  172   65093   5   1   4  10   71    9   11    8   25
  48  173   63827   3   0   2  15   47    7   12    0   18
  48  174   59545   3   0   0   0    0    0    0    0    0
  48  175   56745   4   0   1   5   70    6   37    0   16
  48  176   55942   2   0   2   0    6    0    0    0    6
  48  177   60067   2   2   1  10   86    6   35    8   16
  48  178   63773   2   2   0   0    0    0    0    0    0
  48  179   62995   2   0   1  10   44    3   18    0    8
  48  180   64371   2   3   4  10  128   11   18   17   21
  48  181   63162   2   0   1  15   49    7    5    0   22
  48  182   59509   3   3   3  15  103   11   17   17   31
  48  183   59987   3   1   0   0    0    0    0    0    0
  48  184   59919   2   0   0   0    0    0    0    0    0
  48  185   58784   1   0   0   0    0    0    0    0    0
  48  186   60565   5   0   2  10   64   11   15    0   18
  48  187   63026   3   1   2  10  135    7   37   17   21
  48  188   62377   2   1   2  10   66    8   27    6   20
  48  189   64725   2   0   1   5   17    4    1    0    8
  48  190   67300   2   0   3   5   34    4   18    0    3
  48  191   65096   2   0   0   0    0    0    0    0    0
  48  192   64488   2   2   2  15  100    8   26   14   22
  48  193   62150   2   0   1   5   33    6    0    0   14
  48  194   61618   2   0   1   5    5    4    1    0    0
  48  195   63889   4   3   1  15  116    9   22   11   25
  48  196   64082   2   1   1  15   63    6   15   12   19
  48  197   67019   4   2   3  15  155    9   17   14   22
  48  198   66597   3   0   2  10   37    4   15    0   14
  48  199   64315   3   0   1  10   56    7   23    0   13
  48  200   63293   4   0   3  15   90   10   26    0   24
  48  201   61377   3   0   3  10   42    5   16    0   19
  48  202   60263   2   0   1  15   37    9    0    0   23
  48  203   57986   6   0   3  10   84   10   33    0   26
  48  204   57277   2   2   2   5   50    7    8   12   21
  48  205   54529   3   1   2  10   71    5   12    8   21
  48  206   53653   2   1   0   0    0    0    0    0    0
  48  207   54806   1   0   1  10   19    6    3    0   10
  48  208   55830   2   1   0   0    0    0    0    0    0
  48  209   59375   2   1   0   0    0    0    0    0    0
  48  210   60780   3   3   0   0    0    0    0    0    0
  48  211   61710   4   0   0   0    0    0    0    0    0
  48  212   60721   4   0   0   0    0    0    0    0    0
  48  213   56735   2   1   1   5   29    2    2   11    5
  48  214   52179   2   0   3   5   17    5    3    0    5
  48  215   48795   4   1   0   0    0    0    0    0    0
  48  216   49874   3   0   2  10   25    5    0    0   16
  48  217   56027   2   0   1   5   47    5   19    0   13
  48  218   62492   5   0   3  15   55   10   11    0   28
  48  219   67899   6   3   4  15  130   13   41   13   29
  48  220   67380   3   0   4  10   45    5   26    0    9
  48  221   63057   3   2   3  10   51    8   15    8   18
  48  222   62000   1   0   1   5   55    2   23    0   10
  48  223   61094   3   2   1  10   63    7   26   12   17
  48  224   61977   2   1   2  10   95    8   33    2   18
  48  225   62936   4   0   4  10   78    6   13    0   19
  48  226   61504   3   0   2   5   20    5    1    0    8
  48  227   61184   2   1   3  10   39    6    0    9   19
  48  228   60692   2   1   2  10   39    6   10    7   13
  48  229   60234   5   1   2  15   92   11   18   22   40
  48  230   62881   2   0   1   5   48    3   23    0   10
  48  231   67027   4   1   1  15  117    6   27    9   19
  48  232   68730   2   2   3  15  107   11   19    7   26
  48  233   66836   3   1   0   0    0    0    0    0    0
  48  234   64528   2   1   0   0    0    0    0    0    0
  48  235   60723   4   1   2  10   42    7    0   10   21
  48  236   57603   3   0   3   5   20    2    2    0   12
  48  237   57897   2   0   1  10   49    5   16    0   12
  48  238   54864   2   2   2  10   68   10   17    5   19
  48  239   52080   2   0   2   5   32    1    0    0   17
  48  240   53340   2   0   2  10  102    4   28    0   19
  48  241   54684   4   0   2  10   64   10   22    0   20
  48  242   57234   2   2   4  15   65    8    9   11   26
  48  243   57636   2   1   3  10   71    7   16   11   15
  48  244   55993   2   1   0   0    0    0    0    0    0
  48  245   54659   3   0   4   5   92    5   42    0    9
  48  246   55123   3   1   2   5   85    4   33   10   18
  48  247   57618   6   0   3  10   82    8   37    0   27
  48  248   59575   2   0   1  10   47    4   26    0    9
  48  249   61635   2   0   0   0    0    0    0    0    0
  48  250   61788   2   0   2  10   35    6   16    0   13
  48  251   61750   2   2   2  10   61    6   15    8   23
  48  252   62275   2   1   1  15   75    9   13    9   25
  48  253   61351   2   1   0   0    0    0    0    0    0
  48  254   62377   2   1   2  10   67    7   22   11   14
  48  255   62057   4   1   2  10   73   11   26    7   21
  48  256   61054   1   0   2   5   10    1    0    0    8
  48  257   63745   4   0   1   5   36    4   15    0    8
  48  258   65207   4   0   4  15   91    9   38    0   30
  48  259   64372   4   0   3  10   47    6    9    0   21
  48  260   63281   3   3   2  10   79    9    5   12   25
  48  261   60163   3   0   2   5   61    6   30    0   15
  48  262   56083   2   1   2   5   85    2   24    9    7
  48  263   57087   3   0   2   5   22    5    7    0   10
  48  264   58539   1   0   0   0    0    0    0    0    0
  48  265   56023   2   0   0   0    0    0    0    0    0
  48  266   54978   3   1   1   5  100    7   38    2   20
  48  267   53082   5   0   3   5   59    6   29    0   21
  48  268   50809   2   2   2   5   78    5    5   15   14
  48  269   55438   2   0   0   0    0    0    0    0    0
  48  270   60272   4   0   1  15   73   10   34    0   29
  48  271   62386   3   3   3  10   67    6    0   15   23
  48  272   64371   4   0   2  15   84    8   25    0   32
  48  273   63973   2   1   0   0    0    0    0    0    0
  48  274   63049   7   1   3  20  135   15   40    8   39
  48  275   62454   1   0   0   0    0    0    0    0    0
  48  276   64456   2   0   2  10   45    4   25    0    6
  48  277   66635   2   1   2  15   52    9    5    9   20
  48  278   68477   6   0   1  15   64    9   26    0   23
  48  279   68698   4   0   1  10   72    3   32    0   17
  48  280   65308   2   2   4   5   52    3    6   17   10
  48  281   64122   2   1   2  15  139    9   33   11   29
  48  282   64434   4   0   2  15   64    8   21    0   20
  48  283   64627   2   1   0   0    0    0    0    0    0
  48  284   67713   4   0   3  10   60    4   30    0   16
  48  285   68260   3   5   2  15  141   12   38   21   26
  48  286   64368   3   2   3  10   99   11   21   13   25
  48  287   63991   2   1   2  10   35    2   15    6   10
  48  288   64094   3   0   3   5   16    4    0    0   10
  48  289   62889   3   0   1  10   62    6   24    0   11
  48  290   63560   2   0   1   5   43    1   25    0    0
  48  291   63635   6   0   2  20  120   12   50    0   32
  48  292   62846   3   1   3  15   65    7    9    9   25
  48  293   63117   2   2   3  10   76    5   11   10   20
  48  294   63101   2   3   2  15  140   11   40    9   28
  48  295   63827   2   1   2  10   65    7   16    6   17
  48  296   65663   3   1   1  10   84    6   16   14   19
  48  297   65087   4   0   2  10   51    6    0    0   24
  48  298   63665   2   0   1   5   13    1    0    0    8
  48  299   61188   2   3   5  10   84    9   17   16   18
  48  300   56655   2   1   1  10   88    7   17   11   15
  48  301   54096   3   1   1  15   92    8   24    0   23
  48  302   54568   2   0   0   0    0    0    0    0    0
  48  303   56206   3   1   3  15  103    7   35    7   26
  48  304   56702   3   4   3  10  128    6   40   17   30
  48  305   56120   2   0   0   0    0    0    0    0    0
  48  306   56839   5   1   4   0   38    7    4    6   21
  48  307   58447   2   2   2  10  128    7   39   13   15
  48  308   61064   4   1   2  10   65   11   12    4   23
  48  309   65561   3   1   3  15   89   10   27    9   24
  48  310   66529   2   1   1  10   41    6    0    9   15
  48  311   64372   4   0   1   5   40    6    3    0   15
  48  312   63962   3   2   2  10  123    6   35   10   20
  48  313   63413   4   0   1  10   27    7    0    0   17
  48  314   63715   4   0   4  15   92    7   28    0   15
  48  315   64311   3   1   3  15  131    9   16   17   29
  48  316   64075   2   1   4  10  110    5   16   15   18
  48  317   62908   6   2   3  15  159   10   40    7   32
  48  318   61781   4   0   2  10   54    6   14    0   28
  48  319   60033   2   2   1   5  103    4   31   16   16
  48  320   57603   2   1   0   0    0    0    0    0    0
  48  321   56659   2   0   1  10   72    7   20    0   19
  48  322   57107   1   0   0   0    0    0    0    0    0
  48  323   62004   3   1   1  15   75    9   37    3   25
  48  324   65967   3   2   1  15   75    9   12    9   27
  48  325   67756   2   4   2  10  116    7   26   14   18
  48  326   66665   5   0   2  15   84   11   35    0   35
  48  327   63143   2   2   1   5   46    4   11   10   12
  48  328   62671   3   1   2  10   44    7    4   10   14
  48  329   58659   2   0   2   5   15    2    6    0    4
  48  330   55279   2   2   0   0    0    0    0    0    0
  48  331   51471   1   0   0   0    0    0    0    0    0
  48  332   47699   2   0   3  10   42    7   15    0   20
  48  333   53123   3   0   0   0    0    0    0    0    0
  48  334   60115   1   0   1   5    6    1    0    0    4
  48  335   65568   2   3   2  15  133   11   15   23   27
  48  336   71273   2   1   2  15   95   11   34   20   14
  48  337   71366   3   0   2  15   40    5   12    0   21
  48  338   67447   2   2   1  10  105   10   23   14   21
  48  339   65280   1   0   2   5   19    0   17    0    1
  48  340   60150   3   2   1  10   79    6   20   20   24
  48  341   56924   2   0   3   5   41    3   15    0   15
  48  342   57521   4   0   0   0    0    0    0    0    0
  48  343   54599   1   0   0   0    0    0    0    0    0
  48  344   53650   3   0   2   5   49    5   14    0    9
  48  345   55326   2   0   1  10   26    7    3    0   10
  48  346   57587   4   0   3  10  107   13   38    0   32
  48  347   60555   2   0   2  10   25    4    3    0   16
  48  348   62772   3   0   3  10   80    6   37    0   18
  48  349   65451   4   1   1  15   75   10   26   10   26
  48  350   66277   2   0   3  10   50    3   17    0    8
  48  351   68061   3   3   4  15  112   11   36   21   24
  48  352   69295   6   1   3  10  144    8   44    4   33
  48  353   64662   7   0   1  10   72    9   28    0   29
  48  354   60222   2   2   2   5   90    5   13    9   13
  48  355   57983   2   0   1   5   60    4   37    0   13
  48  356   58772   2   0   2  10   38    5   16    0   13
  48  357   61277   3   3   3  15   82   11   23   15   27
  48  358   66766   3   1   2  10   66    9    5   11   13
  48  359   73505   3   3   3  15  149    8   35    9   19
  48  360   74996   2   1   5  10   48    3    5   13   14
  48  361   74619   3   3   3  15  109   10   29   19   19
  48  362   69223   4   4   5  15  122   11   37   20   35
  48  363   62344   4   0   2   5   35    6    5    0   19
  48  364   58720   2   3   3  15  101    9   50    7   29
  48  365   56668   4   0   2   5   31    6    4    0   19
  48  366   56043   2   0   1   5   34    2   18    0   11
  48  367   54660   2   1   0   0    0    0    0    0    0
  48  368   55465   1   0   1   0   12    0    6    0    0
  48  369   57970   2   0   3   5   26    2   12    0    8
  48  370   59996   2   2   3  10   82    7   13   15   20
  48  371   61753   2   0   2  10   34    4   16    0    8
  48  372   61252   2   1   3   5   52    6   12   11   10
  48  373   59582   4   0   1  15   83    8   13    0   31
  48  374   59303   2   0   2   0    1    0    0    0    1
  48  375   60230   3   0   1  10   70    3   29    0   18
  48  376   62485   3   1   0   0    0    0    0    0    0
  48  377   65445   2   1   2  15   96    8    9    6   23
  48  378   66101   4   3   2  20  131   14   43   21   34
  48  379   65399   2   3   2  15  110    7   31   24   35
  48  380   65069   1   0   3  10   48    3    7    0   12
  48  381   63925   3   1   1  15  120    6   32    9   20
  48  382   63552   3   0   0   0    0    0    0    0    0
  48  383   63651   2   0   1  10   35    4    0    0   17
  48  384   61536   1   0   1  10   20    2    0    0   15
  48  385   58081   2   0   2  10   31    4    5    0   13
  48  386   55216   2   2   1  15   72   10   10   14   27
  48  387   53404   2   0   1   0    5    2    0    0    3
  48  388   54815   1   0   2   5   27    4    9    0    8
  48  389   57927   2   1   2  10   67    6   12   12   16
  48  390   59196   7   0   2  10   78    9   22    0   25
  48  391   62422   4   0   1  10   52    7   21    0   13
  48  392   64621   3   2   3  15   75    9   25   17   21
  48  393   63114   4   1   3  10   74    6   17   10   21
  48  394   62902   3   0   2   5   68    3   22    0   10
  48  395   60291   2   1   3   5   37    5   13    7   12
  48  396   56720   1   0   3   5   21    3    0    0   11
  48  397   58493   2   0   2  10   22    7    3    0   11
  48  398   61956   3   0   1  15   81    6   23    0   22
  48  399   63702   2   1   1  15   63    7   18    9   17
  48  400   63533   2   0   3  10   25    0   16    0    7
  48  401   58296   6   0   3  15  116   12   33    0   30
  48  402   52039   4   0   2   5   40    2    9    0   21
  48  403   49927   4   0   0   0    0    0    0    0    0
  48  404   49769   2   0   1  10   41    8    6    0   14
  48  405   52606   3   0   2  10   66    6   16    0   21
  48  406   58728   5   0   3  15   78    9   34    0   25
  48  407   62537   2   0   2   5   32    2    7    0   10
  48  408   63554   2   0   0   0    0    0    0    0    0
  48  409   62196   5   0   4  10   86   10    6    0   25
  48  410   57372   2   0   2   0   14    2    2    0   10
  48  411   55445   2   0   1  10   31    4    2    0   20
  48  412   54111   1   0   2   5   11    4    0    0    5
  48  413   55075   2   1   3  10   96    5   51    4   17
  48  414   57492   4   1   3  10   75   10   18    8   22
  48  415   56815   2   0   1   0   11    2    0    0    9
  48  416   58157   5   0   2  20   98   12   35    0   30
  48  417   56871   1   0   2   5    7    0    4    0    3
  48  418   57296   2   3   2  10   72    6   19   17   20
  48  419   59903   4   0   1  15   98   12   32    0   28
  48  420   61403   3   0   1  10   45    7    0    0   17
  48  421   64892   1   0   1  15   97    7   33    0   17
  48  422   62606   4   0   3   5  102    5   35    0   12
  48  423   58631   2   0   2   5   22    4    9    0    7
  48  424   57050   2   1   1  15   57   10   21    3   20
  48  425   54356   2   0   0   0    0    0    0    0    0
  48  426   57226   2   1   0   0    0    0    0    0    0
  48  427   62541   2   0   1   5    2    2    0    0    0
  48  428   63861   2   1   2   5   37    2   12   13    7
  48  429   68195   2   0   2   5   18    6    0    0    9
  48  430   70448   4   3   2  15  142   13   14   16   36
  48  431   67338   3   0   1  10   39    3   18    0   12
  48  432   66391   2   1   1  10   43    6    0   11   16
  48  433   64305   3   0   0   0    0    0    0    0    0
  48  434   65659   3   1   2  15   90   11   41    9   27
  48  435   67705   3   0   0   0    0    0    0    0    0
  48  436   65235   5   0   2  10   68    8   21    0   20
  48  437   65528   3   0   1  10   38    5   13    0   12
  48  438   61929   4   3   1  10  116   13   26   17   31
  48  439   58255   2   0   0   0    0    0    0    0    0
  48  440   59838   2   1   2  10   60    4    5    8   15
  48  441   58101   2   1   4   5   51    3   19   11    9
  48  442   58632   3   5   3  10  109   14   28   23   34
  48  443   61540   2   4   3  10   57    9    9   16   19
  48  444   62785   2   1   0   0    0    0    0    0    0
  48  445   63035   2   4   2  10  110   10   41   18   22
  48  446   62245   1   0   2  10   18    4    1    0   11
  48  447   63680   1   0   2   5   12    0   12    0    0
  48  448   63735   2   1   0   0    0    0    0    0    0
  48  449   63019   5   0   3  10   30    6    3    0   17
  48  450   61765   2   0   2   5   28    4    4    0   14
  48  451   57797   2   1   2   0   48    5   24    7    9
  48  452   56584   2   0   3   5   69    0   25    0    5
  48  453   57379   2   1   0   0    0    0    0    0    0
  48  454   55703   1   0   2   5    6    4    0    0    0
  48  455   55083   4   1   3  10  109    9   23   13   23
  48  456   53451   4   0   0   0    0    0    0    0    0
  48  457   53323   2   1   1  10   81    7   21   10   23
  48  458   57896   5   1   2  15   85   13   22   13   27
  48  459   56348   3   0   2  15   50    8   28    0   14
  48  460   55637   3   1   1  15   94   12   12   11   33
  48  461   54984   2   2   3  10   61    9   22   11   19
  48  462   52043   2   0   2   5   14    2    4    0    4
  48  463   54432   1   0   0   0    0    0    0    0    0
  48  464   55988   1   0   3   5   31    2   23    0    6
  48  465   55430   1   0   2   5   49    3   34    0    7
  48  466   56315   2   0   1  10   53    6   32    0   15
  48  467   60438   2   2   2   5   82    5   32   10   14
  48  468   63714   6   1   5  10  132   10   29    8   24
  48  469   64878   3   0   1   5   16    4    0    0    7
  48  470   63189   2   2   2   5   23    3    1    8   10
  48  471   59170   2   0   3  10   33    5   12    0    7
  48  472   58463   3   1   4   5   66    6   31   12   16
  48  473   60350   5   0   2  15  110   10   26    0   23
  48  474   61863   2   2   3  10   84    8   27   13   22
  48  475   61919   3   1   1  10   40    7    5    1   19
  48  476   59236   1   0   1   5   14    2    0    0    6
  48  477   57040   3   0   1   5   59    5   41    0    8
  48  478   58173   2   1   3   5   49    2   21    8    8
  48  479   59939   2   1   1   0   56    0   19   14   13
  48  480   63067   4   2   2  10  142    6   36    6   18
  48  481   64675   3   0   2  15   55    8   13    0   19
  48  482   63232   2   0   2  10   34    7   12    0   11
  48  483   61168   3   3   3  10   92   10    9   18   30
  48  484   58502   2   1   3  10  109    7   33   13   22
  48  485   56460   2   0   2  10   57    5   29    0   10
  48  486   56316   2   1   3  15   69    6   22    3   20
  48  487   58817   4   0   1  10   60    7   17    0   15
  48  488   62609   3   1   3   5   46    6   13    4   15
  48  489   66584  10   1   2  20  135   16   38    7   37
  48  490   71164   4   2   3  15   82   10   17   15   21
  48  491   72615   2   2   2  10   40    7    0    8   16
  48  492   70589   6   0   4  15   66   11   20    0   33
  48  493   69175   2   5   3  10   79   11   10   22   29
  48  494   67303   4   1   4  15   70    6   18   11   22
  48  495   67074   3   3   1  15  110   11   33   11   26
  48  496   66235   2   2   3  10   46    7   12    9   12
  48  497   65683   3   0   3  15   45    9    8    0   19
  48  498   66029   5   0   4  15  165    9   50    0   31
  48  499   64327   4   0   3  10   56    8   26    0   17
  48  500   63710   2   0   1  15   43    8   10    0   21
  48  501   61508   3   1   1  10   86    8   23   20   25
  48  502   59577   1   0   2  10   41    2   10    0    5
  48  503   58330   2   2   1  10  105    8   23   12   16
  48  504   57796   3   0   2   5   13    2    0    0   11
  48  505   59806   4   0   3  10   74    9   33    0   12
  48  506   61500   2   0   2   5   26    3    4    0    9
  48  507   62504   3   1   2  10  111   10   42    9   17
  48  508   61408   3   1   0   0    0    0    0    0    0
  48  509   58057   5   0   2  15  139    7   24    0   21
  48  510   54305   2   0   1   5   38    1   12    0   15
  48  511   51701   1   0   1   5   27    0    0    0   14
  48  512   55019   4   0   2   5   52    2   23    0    9
  48  513   61569   1   0   2  10   36    1   21    0    7
  48  514   68098   2   0   1  10   58    4   35    0    6
  48  515   71497   3   1   0   0    0    0    0    0    0
  48  516   67577   2   1   4  10   68    6   41    8   10
  48  517   65845   2   0   1  15   22    8    2    0   11
  48  518   62321   3   0   1   5   24    4    7    0    9
  48  519   58033   2   0   1   5   36    0   16    0   13
  48  520   58345   3   0   1   5   25    4   13    0    4
  48  521   54739   2   2   1   5   43    4   11    8    4
  48  522   54679   2   0   0   0    0    0    0    0    0
  48  523   58450   5   1   2  15  116   11   43    9   28
  48  524   60461   4   1   4   5   55    7    2    7   24
  48  525   62399   3   0   3   5   42    5    9    0   11
  48  526   62328   2   1   1  10   68    8   18   10   22
  48  527   61087   1   0   2   5   12    1    1    0    7
  48  528   59865   3   0   3  10   59    6   19    0   16
  48  529   59239   2   0   1  10   62    6   29    0   16
  48  530   58002   3   0   0   0    0    0    0    0    0
  48  531   56751   6   1   1  10  114   12   12   12   33
  48  532   57106   1   0   2   5   53    4   23    0    7
  48  533   56118   2   0   1   5   46    3   18    0    6
  48  534   54779   3   0   1   5   45    5   17    0    9
  48  535   55094   2   0   2  10   57    6   33    0   14
  48  536   57281   1   0   0   0    0    0    0    0    0
  48  537   60225   2   1   2  10   60    6   14   15    9
  48  538   63979   2   0   1  10   49    6   17    0   16
  48  539   67239   2   2   3  10   79    8   33   10   25
  48  540   64962   3   3   3  15  148   10   47   15   35
  48  541   61461   2   1   0   0    0    0    0    0    0
  48  542   59774   2   0   0   0    0    0    0    0    0
  48  543   58672   2   0   1   5   17    4    5    0    3
  48  544   57945   3   0   0   0    0    0    0    0    0
  48  545   57996   2   1   1  10   44    5    2    9   20
